,name,track_id,artists,album_name,date_added,images,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,Beach Baby,7oRNU7Tmek0nm2lqyDojoG,['Bon Iver'],Blood Bank,2021-10-13T15:19:25Z,"['https://i.scdn.co/image/ab67616d0000b273a069fb06a202435c01137a88', 'https://i.scdn.co/image/ab67616d00001e02a069fb06a202435c01137a88', 'https://i.scdn.co/image/ab67616d00004851a069fb06a202435c01137a88']",7oRNU7Tmek0nm2lqyDojoG,0.668,0.081,0,-17.282,1,0.0366,0.983,0.42,0.114,0.0925,114.358,160093,3
1,Beach Baby,7oRNU7Tmek0nm2lqyDojoG,['Bon Iver'],Blood Bank,2021-10-13T15:19:25Z,"['https://i.scdn.co/image/ab67616d0000b273a069fb06a202435c01137a88', 'https://i.scdn.co/image/ab67616d00001e02a069fb06a202435c01137a88', 'https://i.scdn.co/image/ab67616d00004851a069fb06a202435c01137a88']",7oRNU7Tmek0nm2lqyDojoG,0.668,0.081,0,-17.282,1,0.0366,0.983,0.42,0.114,0.0925,114.358,160093,3
2,Beach Baby,7oRNU7Tmek0nm2lqyDojoG,['Bon Iver'],Blood Bank,2021-10-13T15:19:25Z,"['https://i.scdn.co/image/ab67616d0000b273a069fb06a202435c01137a88', 'https://i.scdn.co/image/ab67616d00001e02a069fb06a202435c01137a88', 'https://i.scdn.co/image/ab67616d00004851a069fb06a202435c01137a88']",7oRNU7Tmek0nm2lqyDojoG,0.668,0.081,0,-17.282,1,0.0366,0.983,0.42,0.114,0.0925,114.358,160093,3
3,Free,4b57xU7rviFrRgilxMjDJb,['Sylvan Esso'],Free Love,2021-10-13T15:20:15Z,"['https://i.scdn.co/image/ab67616d0000b273bffb48cb7afb996ecefdcfba', 'https://i.scdn.co/image/ab67616d00001e02bffb48cb7afb996ecefdcfba', 'https://i.scdn.co/image/ab67616d00004851bffb48cb7afb996ecefdcfba']",4b57xU7rviFrRgilxMjDJb,0.525,0.136,9,-17.063,1,0.251,0.97,0.000774,0.375,0.41,150.168,156240,4
4,Free,4b57xU7rviFrRgilxMjDJb,['Sylvan Esso'],Free Love,2021-10-13T15:20:15Z,"['https://i.scdn.co/image/ab67616d0000b273bffb48cb7afb996ecefdcfba', 'https://i.scdn.co/image/ab67616d00001e02bffb48cb7afb996ecefdcfba', 'https://i.scdn.co/image/ab67616d00004851bffb48cb7afb996ecefdcfba']",4b57xU7rviFrRgilxMjDJb,0.525,0.136,9,-17.063,1,0.251,0.97,0.000774,0.375,0.41,150.168,156240,4
5,Us and Them,1TKTiKp3zbNgrBH2IwSwIx,['Pink Floyd'],The Dark Side of the Moon,2021-10-13T15:20:56Z,"['https://i.scdn.co/image/ab67616d0000b273ea7caaff71dea1051d49b2fe', 'https://i.scdn.co/image/ab67616d00001e02ea7caaff71dea1051d49b2fe', 'https://i.scdn.co/image/ab67616d00004851ea7caaff71dea1051d49b2fe']",1TKTiKp3zbNgrBH2IwSwIx,0.357,0.302,2,-14.526,1,0.0303,0.862,0.559,0.634,0.135,72.518,469224,4
6,Us and Them,1TKTiKp3zbNgrBH2IwSwIx,['Pink Floyd'],The Dark Side of the Moon,2021-10-13T15:20:56Z,"['https://i.scdn.co/image/ab67616d0000b273ea7caaff71dea1051d49b2fe', 'https://i.scdn.co/image/ab67616d00001e02ea7caaff71dea1051d49b2fe', 'https://i.scdn.co/image/ab67616d00004851ea7caaff71dea1051d49b2fe']",1TKTiKp3zbNgrBH2IwSwIx,0.357,0.302,2,-14.526,1,0.0303,0.862,0.559,0.634,0.135,72.518,469224,4
7,Us and Them,1TKTiKp3zbNgrBH2IwSwIx,['Pink Floyd'],The Dark Side of the Moon,2021-10-13T15:20:56Z,"['https://i.scdn.co/image/ab67616d0000b273ea7caaff71dea1051d49b2fe', 'https://i.scdn.co/image/ab67616d00001e02ea7caaff71dea1051d49b2fe', 'https://i.scdn.co/image/ab67616d00004851ea7caaff71dea1051d49b2fe']",1TKTiKp3zbNgrBH2IwSwIx,0.357,0.302,2,-14.526,1,0.0303,0.862,0.559,0.634,0.135,72.518,469224,4
8,Lotus Blossom,33p7jMh4ThQdZ3fe6scpfI,['Michael Franks'],One Bad Habit,2021-10-13T15:21:56Z,"['https://i.scdn.co/image/ab67616d0000b273f4c0c945b59f8b88f7c0ab8a', 'https://i.scdn.co/image/ab67616d00001e02f4c0c945b59f8b88f7c0ab8a', 'https://i.scdn.co/image/ab67616d00004851f4c0c945b59f8b88f7c0ab8a']",33p7jMh4ThQdZ3fe6scpfI,0.721,0.0462,1,-25.433,0,0.0365,0.877,0.272,0.0787,0.183,103.8,259960,4
9,Lotus Blossom,33p7jMh4ThQdZ3fe6scpfI,['Michael Franks'],One Bad Habit,2021-10-13T15:21:56Z,"['https://i.scdn.co/image/ab67616d0000b273f4c0c945b59f8b88f7c0ab8a', 'https://i.scdn.co/image/ab67616d00001e02f4c0c945b59f8b88f7c0ab8a', 'https://i.scdn.co/image/ab67616d00004851f4c0c945b59f8b88f7c0ab8a']",33p7jMh4ThQdZ3fe6scpfI,0.721,0.0462,1,-25.433,0,0.0365,0.877,0.272,0.0787,0.183,103.8,259960,4
10,Lotus Blossom,33p7jMh4ThQdZ3fe6scpfI,['Michael Franks'],One Bad Habit,2021-10-13T15:21:56Z,"['https://i.scdn.co/image/ab67616d0000b273f4c0c945b59f8b88f7c0ab8a', 'https://i.scdn.co/image/ab67616d00001e02f4c0c945b59f8b88f7c0ab8a', 'https://i.scdn.co/image/ab67616d00004851f4c0c945b59f8b88f7c0ab8a']",33p7jMh4ThQdZ3fe6scpfI,0.721,0.0462,1,-25.433,0,0.0365,0.877,0.272,0.0787,0.183,103.8,259960,4
11,Wait,3rTnGUeDrnZV22DvRuUuXr,['M83'],"Hurry Up, We're Dreaming",2021-10-13T15:23:07Z,"['https://i.scdn.co/image/ab67616d0000b273fff2cb485c36a6d8f639bdba', 'https://i.scdn.co/image/ab67616d00001e02fff2cb485c36a6d8f639bdba', 'https://i.scdn.co/image/ab67616d00004851fff2cb485c36a6d8f639bdba']",3rTnGUeDrnZV22DvRuUuXr,0.437,0.229,2,-10.514,1,0.0308,0.221,0.0599,0.0935,0.0754,147.911,343253,4
12,Wait,3rTnGUeDrnZV22DvRuUuXr,['M83'],"Hurry Up, We're Dreaming",2021-10-13T15:23:07Z,"['https://i.scdn.co/image/ab67616d0000b273fff2cb485c36a6d8f639bdba', 'https://i.scdn.co/image/ab67616d00001e02fff2cb485c36a6d8f639bdba', 'https://i.scdn.co/image/ab67616d00004851fff2cb485c36a6d8f639bdba']",3rTnGUeDrnZV22DvRuUuXr,0.437,0.229,2,-10.514,1,0.0308,0.221,0.0599,0.0935,0.0754,147.911,343253,4
13,Wait,3rTnGUeDrnZV22DvRuUuXr,['M83'],"Hurry Up, We're Dreaming",2021-10-13T15:23:07Z,"['https://i.scdn.co/image/ab67616d0000b273fff2cb485c36a6d8f639bdba', 'https://i.scdn.co/image/ab67616d00001e02fff2cb485c36a6d8f639bdba', 'https://i.scdn.co/image/ab67616d00004851fff2cb485c36a6d8f639bdba']",3rTnGUeDrnZV22DvRuUuXr,0.437,0.229,2,-10.514,1,0.0308,0.221,0.0599,0.0935,0.0754,147.911,343253,4
14,Wait,3rTnGUeDrnZV22DvRuUuXr,['M83'],"Hurry Up, We're Dreaming",2021-10-13T15:23:07Z,"['https://i.scdn.co/image/ab67616d0000b273fff2cb485c36a6d8f639bdba', 'https://i.scdn.co/image/ab67616d00001e02fff2cb485c36a6d8f639bdba', 'https://i.scdn.co/image/ab67616d00004851fff2cb485c36a6d8f639bdba']",3rTnGUeDrnZV22DvRuUuXr,0.437,0.229,2,-10.514,1,0.0308,0.221,0.0599,0.0935,0.0754,147.911,343253,4
15,Warm Magic,479xhIMpUhIw1cjUXe6OO4,['Jadu Heart'],Wanderflower,2021-10-13T15:23:17Z,"['https://i.scdn.co/image/ab67616d0000b273f683ea96617b6bb52f02072c', 'https://i.scdn.co/image/ab67616d00001e02f683ea96617b6bb52f02072c', 'https://i.scdn.co/image/ab67616d00004851f683ea96617b6bb52f02072c']",479xhIMpUhIw1cjUXe6OO4,0.71,0.366,0,-12.68,1,0.148,0.677,0.0786,0.582,0.321,115.068,187826,4
16,Warm Magic,479xhIMpUhIw1cjUXe6OO4,['Jadu Heart'],Wanderflower,2021-10-13T15:23:17Z,"['https://i.scdn.co/image/ab67616d0000b273f683ea96617b6bb52f02072c', 'https://i.scdn.co/image/ab67616d00001e02f683ea96617b6bb52f02072c', 'https://i.scdn.co/image/ab67616d00004851f683ea96617b6bb52f02072c']",479xhIMpUhIw1cjUXe6OO4,0.71,0.366,0,-12.68,1,0.148,0.677,0.0786,0.582,0.321,115.068,187826,4
17,Warm Magic,479xhIMpUhIw1cjUXe6OO4,['Jadu Heart'],Wanderflower,2021-10-13T15:23:17Z,"['https://i.scdn.co/image/ab67616d0000b273f683ea96617b6bb52f02072c', 'https://i.scdn.co/image/ab67616d00001e02f683ea96617b6bb52f02072c', 'https://i.scdn.co/image/ab67616d00004851f683ea96617b6bb52f02072c']",479xhIMpUhIw1cjUXe6OO4,0.71,0.366,0,-12.68,1,0.148,0.677,0.0786,0.582,0.321,115.068,187826,4
18,Warm Magic,479xhIMpUhIw1cjUXe6OO4,['Jadu Heart'],Wanderflower,2021-10-13T15:23:17Z,"['https://i.scdn.co/image/ab67616d0000b273f683ea96617b6bb52f02072c', 'https://i.scdn.co/image/ab67616d00001e02f683ea96617b6bb52f02072c', 'https://i.scdn.co/image/ab67616d00004851f683ea96617b6bb52f02072c']",479xhIMpUhIw1cjUXe6OO4,0.71,0.366,0,-12.68,1,0.148,0.677,0.0786,0.582,0.321,115.068,187826,4
19,TV Volume,7xNdbfeeHV3InY7hYr6foY,['HOMESHAKE'],Fresh Air,2021-10-13T15:23:58Z,"['https://i.scdn.co/image/ab67616d0000b273cd7c3cba379ae624e118ebcb', 'https://i.scdn.co/image/ab67616d00001e02cd7c3cba379ae624e118ebcb', 'https://i.scdn.co/image/ab67616d00004851cd7c3cba379ae624e118ebcb']",7xNdbfeeHV3InY7hYr6foY,0.862,0.148,5,-14.216,0,0.0727,0.542,0.0229,0.0942,0.348,86.054,177313,4
20,TV Volume,7xNdbfeeHV3InY7hYr6foY,['HOMESHAKE'],Fresh Air,2021-10-13T15:23:58Z,"['https://i.scdn.co/image/ab67616d0000b273cd7c3cba379ae624e118ebcb', 'https://i.scdn.co/image/ab67616d00001e02cd7c3cba379ae624e118ebcb', 'https://i.scdn.co/image/ab67616d00004851cd7c3cba379ae624e118ebcb']",7xNdbfeeHV3InY7hYr6foY,0.862,0.148,5,-14.216,0,0.0727,0.542,0.0229,0.0942,0.348,86.054,177313,4
21,Arrival in Nara,4BVm9zEoX4Z73LeFAab0PC,['alt-J'],This Is All Yours,2021-10-13T15:24:32Z,"['https://i.scdn.co/image/ab67616d0000b27311b3df35e2e46d91f585afd9', 'https://i.scdn.co/image/ab67616d00001e0211b3df35e2e46d91f585afd9', 'https://i.scdn.co/image/ab67616d0000485111b3df35e2e46d91f585afd9']",4BVm9zEoX4Z73LeFAab0PC,0.484,0.0823,9,-20.53,0,0.0533,0.963,0.114,0.111,0.175,119.523,253418,4
22,Arrival in Nara,4BVm9zEoX4Z73LeFAab0PC,['alt-J'],This Is All Yours,2021-10-13T15:24:32Z,"['https://i.scdn.co/image/ab67616d0000b27311b3df35e2e46d91f585afd9', 'https://i.scdn.co/image/ab67616d00001e0211b3df35e2e46d91f585afd9', 'https://i.scdn.co/image/ab67616d0000485111b3df35e2e46d91f585afd9']",4BVm9zEoX4Z73LeFAab0PC,0.484,0.0823,9,-20.53,0,0.0533,0.963,0.114,0.111,0.175,119.523,253418,4
23,Arrival in Nara,4BVm9zEoX4Z73LeFAab0PC,['alt-J'],This Is All Yours,2021-10-13T15:24:32Z,"['https://i.scdn.co/image/ab67616d0000b27311b3df35e2e46d91f585afd9', 'https://i.scdn.co/image/ab67616d00001e0211b3df35e2e46d91f585afd9', 'https://i.scdn.co/image/ab67616d0000485111b3df35e2e46d91f585afd9']",4BVm9zEoX4Z73LeFAab0PC,0.484,0.0823,9,-20.53,0,0.0533,0.963,0.114,0.111,0.175,119.523,253418,4
24,This Feeling,72oc3QiAnudEBagoKsUk0m,['Alabama Shakes'],Sound & Color,2021-10-13T15:24:59Z,"['https://i.scdn.co/image/ab67616d0000b2733ac1c6d65fc596eeb9234ef2', 'https://i.scdn.co/image/ab67616d00001e023ac1c6d65fc596eeb9234ef2', 'https://i.scdn.co/image/ab67616d000048513ac1c6d65fc596eeb9234ef2']",72oc3QiAnudEBagoKsUk0m,0.628,0.329,7,-11.424,1,0.036,0.834,0.00335,0.11,0.305,130.808,268853,4
25,This Feeling,72oc3QiAnudEBagoKsUk0m,['Alabama Shakes'],Sound & Color,2021-10-13T15:24:59Z,"['https://i.scdn.co/image/ab67616d0000b2733ac1c6d65fc596eeb9234ef2', 'https://i.scdn.co/image/ab67616d00001e023ac1c6d65fc596eeb9234ef2', 'https://i.scdn.co/image/ab67616d000048513ac1c6d65fc596eeb9234ef2']",72oc3QiAnudEBagoKsUk0m,0.628,0.329,7,-11.424,1,0.036,0.834,0.00335,0.11,0.305,130.808,268853,4
26,This Feeling,72oc3QiAnudEBagoKsUk0m,['Alabama Shakes'],Sound & Color,2021-10-13T15:24:59Z,"['https://i.scdn.co/image/ab67616d0000b2733ac1c6d65fc596eeb9234ef2', 'https://i.scdn.co/image/ab67616d00001e023ac1c6d65fc596eeb9234ef2', 'https://i.scdn.co/image/ab67616d000048513ac1c6d65fc596eeb9234ef2']",72oc3QiAnudEBagoKsUk0m,0.628,0.329,7,-11.424,1,0.036,0.834,0.00335,0.11,0.305,130.808,268853,4
27,when the party’s over,0U9oiRl4hYwORmWwkYihZN,['James Blake'],Covers,2021-10-13T15:25:40Z,"['https://i.scdn.co/image/ab67616d0000b273867dc276b8c9a4a68a43d1b2', 'https://i.scdn.co/image/ab67616d00001e02867dc276b8c9a4a68a43d1b2', 'https://i.scdn.co/image/ab67616d00004851867dc276b8c9a4a68a43d1b2']",0U9oiRl4hYwORmWwkYihZN,0.468,0.171,9,-12.965,0,0.0432,0.993,0.14,0.0954,0.156,135.655,193016,3
28,when the party’s over,0U9oiRl4hYwORmWwkYihZN,['James Blake'],Covers,2021-10-13T15:25:40Z,"['https://i.scdn.co/image/ab67616d0000b273867dc276b8c9a4a68a43d1b2', 'https://i.scdn.co/image/ab67616d00001e02867dc276b8c9a4a68a43d1b2', 'https://i.scdn.co/image/ab67616d00004851867dc276b8c9a4a68a43d1b2']",0U9oiRl4hYwORmWwkYihZN,0.468,0.171,9,-12.965,0,0.0432,0.993,0.14,0.0954,0.156,135.655,193016,3
29,Break Apart,2pYvd6cHcAIMAM6xMD6nok,"['Bonobo', 'Rhye']",Migration,2021-10-13T15:26:03Z,"['https://i.scdn.co/image/ab67616d0000b27355fa09a768d1ef5ea5d279f9', 'https://i.scdn.co/image/ab67616d00001e0255fa09a768d1ef5ea5d279f9', 'https://i.scdn.co/image/ab67616d0000485155fa09a768d1ef5ea5d279f9']",2pYvd6cHcAIMAM6xMD6nok,0.648,0.458,5,-15.169,1,0.0311,0.864,0.0944,0.366,0.0848,119.96,274693,4
30,Break Apart,2pYvd6cHcAIMAM6xMD6nok,"['Bonobo', 'Rhye']",Migration,2021-10-13T15:26:03Z,"['https://i.scdn.co/image/ab67616d0000b27355fa09a768d1ef5ea5d279f9', 'https://i.scdn.co/image/ab67616d00001e0255fa09a768d1ef5ea5d279f9', 'https://i.scdn.co/image/ab67616d0000485155fa09a768d1ef5ea5d279f9']",2pYvd6cHcAIMAM6xMD6nok,0.648,0.458,5,-15.169,1,0.0311,0.864,0.0944,0.366,0.0848,119.96,274693,4
31,Michicant,0oirMI8pqPHJiJFTX1LhKh,['Bon Iver'],Bon Iver,2021-10-13T15:26:11Z,"['https://i.scdn.co/image/ab67616d0000b273567b0a6defc057bcbfaedadb', 'https://i.scdn.co/image/ab67616d00001e02567b0a6defc057bcbfaedadb', 'https://i.scdn.co/image/ab67616d00004851567b0a6defc057bcbfaedadb']",0oirMI8pqPHJiJFTX1LhKh,0.235,0.161,8,-16.538,1,0.0316,0.927,0.204,0.104,0.0992,147.887,225733,3
32,Michicant,0oirMI8pqPHJiJFTX1LhKh,['Bon Iver'],Bon Iver,2021-10-13T15:26:11Z,"['https://i.scdn.co/image/ab67616d0000b273567b0a6defc057bcbfaedadb', 'https://i.scdn.co/image/ab67616d00001e02567b0a6defc057bcbfaedadb', 'https://i.scdn.co/image/ab67616d00004851567b0a6defc057bcbfaedadb']",0oirMI8pqPHJiJFTX1LhKh,0.235,0.161,8,-16.538,1,0.0316,0.927,0.204,0.104,0.0992,147.887,225733,3
33,All Night Long,2FKcusKXqaQVNDZRa6Ts9x,['HOMESHAKE'],Helium,2021-10-13T15:27:14Z,"['https://i.scdn.co/image/ab67616d0000b27301e330c2ffaa112380972160', 'https://i.scdn.co/image/ab67616d00001e0201e330c2ffaa112380972160', 'https://i.scdn.co/image/ab67616d0000485101e330c2ffaa112380972160']",2FKcusKXqaQVNDZRa6Ts9x,0.734,0.27,9,-11.266,0,0.0286,0.589,0.616,0.242,0.391,106.003,217715,4
34,All Night Long,2FKcusKXqaQVNDZRa6Ts9x,['HOMESHAKE'],Helium,2021-10-13T15:27:14Z,"['https://i.scdn.co/image/ab67616d0000b27301e330c2ffaa112380972160', 'https://i.scdn.co/image/ab67616d00001e0201e330c2ffaa112380972160', 'https://i.scdn.co/image/ab67616d0000485101e330c2ffaa112380972160']",2FKcusKXqaQVNDZRa6Ts9x,0.734,0.27,9,-11.266,0,0.0286,0.589,0.616,0.242,0.391,106.003,217715,4
35,All Night Long,2FKcusKXqaQVNDZRa6Ts9x,['HOMESHAKE'],Helium,2021-10-13T15:27:14Z,"['https://i.scdn.co/image/ab67616d0000b27301e330c2ffaa112380972160', 'https://i.scdn.co/image/ab67616d00001e0201e330c2ffaa112380972160', 'https://i.scdn.co/image/ab67616d0000485101e330c2ffaa112380972160']",2FKcusKXqaQVNDZRa6Ts9x,0.734,0.27,9,-11.266,0,0.0286,0.589,0.616,0.242,0.391,106.003,217715,4
36,Nothing's Gonna Hurt You Baby,3GhsBdS9ulPK3KCdwHRPhG,['Cigarettes After Sex'],I.,2021-10-13T17:43:31Z,"['https://i.scdn.co/image/ab67616d0000b2730879d25910f5f03e0927935e', 'https://i.scdn.co/image/ab67616d00001e020879d25910f5f03e0927935e', 'https://i.scdn.co/image/ab67616d000048510879d25910f5f03e0927935e']",3GhsBdS9ulPK3KCdwHRPhG,0.509,0.331,4,-14.083,1,0.0267,0.272,0.136,0.114,0.0957,96.848,286293,4
37,Nothing's Gonna Hurt You Baby,3GhsBdS9ulPK3KCdwHRPhG,['Cigarettes After Sex'],I.,2021-10-13T17:43:31Z,"['https://i.scdn.co/image/ab67616d0000b2730879d25910f5f03e0927935e', 'https://i.scdn.co/image/ab67616d00001e020879d25910f5f03e0927935e', 'https://i.scdn.co/image/ab67616d000048510879d25910f5f03e0927935e']",3GhsBdS9ulPK3KCdwHRPhG,0.509,0.331,4,-14.083,1,0.0267,0.272,0.136,0.114,0.0957,96.848,286293,4
38,Nothing's Gonna Hurt You Baby,3GhsBdS9ulPK3KCdwHRPhG,['Cigarettes After Sex'],I.,2021-10-13T17:43:31Z,"['https://i.scdn.co/image/ab67616d0000b2730879d25910f5f03e0927935e', 'https://i.scdn.co/image/ab67616d00001e020879d25910f5f03e0927935e', 'https://i.scdn.co/image/ab67616d000048510879d25910f5f03e0927935e']",3GhsBdS9ulPK3KCdwHRPhG,0.509,0.331,4,-14.083,1,0.0267,0.272,0.136,0.114,0.0957,96.848,286293,4
39,Wash.,3g9mw4A8vdljOKgwrit88g,['Bon Iver'],Bon Iver,2021-10-13T18:10:11Z,"['https://i.scdn.co/image/ab67616d0000b273567b0a6defc057bcbfaedadb', 'https://i.scdn.co/image/ab67616d00001e02567b0a6defc057bcbfaedadb', 'https://i.scdn.co/image/ab67616d00004851567b0a6defc057bcbfaedadb']",3g9mw4A8vdljOKgwrit88g,0.31,0.146,0,-19.278,1,0.0303,0.99,0.261,0.076,0.333,162.831,298587,3
40,Wash.,3g9mw4A8vdljOKgwrit88g,['Bon Iver'],Bon Iver,2021-10-13T18:10:11Z,"['https://i.scdn.co/image/ab67616d0000b273567b0a6defc057bcbfaedadb', 'https://i.scdn.co/image/ab67616d00001e02567b0a6defc057bcbfaedadb', 'https://i.scdn.co/image/ab67616d00004851567b0a6defc057bcbfaedadb']",3g9mw4A8vdljOKgwrit88g,0.31,0.146,0,-19.278,1,0.0303,0.99,0.261,0.076,0.333,162.831,298587,3
41,Harvest Moon,5l9c6bJmzvftumhz4TMPgk,['Neil Young'],Harvest Moon,2021-10-13T18:57:11Z,"['https://i.scdn.co/image/ab67616d0000b273e7171a8d9c8bf1d8fb661e80', 'https://i.scdn.co/image/ab67616d00001e02e7171a8d9c8bf1d8fb661e80', 'https://i.scdn.co/image/ab67616d00004851e7171a8d9c8bf1d8fb661e80']",5l9c6bJmzvftumhz4TMPgk,0.648,0.309,2,-12.432,1,0.0264,0.526,0.000249,0.124,0.407,112.929,303213,4
42,Harvest Moon,5l9c6bJmzvftumhz4TMPgk,['Neil Young'],Harvest Moon,2021-10-13T18:57:11Z,"['https://i.scdn.co/image/ab67616d0000b273e7171a8d9c8bf1d8fb661e80', 'https://i.scdn.co/image/ab67616d00001e02e7171a8d9c8bf1d8fb661e80', 'https://i.scdn.co/image/ab67616d00004851e7171a8d9c8bf1d8fb661e80']",5l9c6bJmzvftumhz4TMPgk,0.648,0.309,2,-12.432,1,0.0264,0.526,0.000249,0.124,0.407,112.929,303213,4
43,Beauty,5wC5aUCu9gp7kb23I8OECm,['The Shivers'],Charades,2021-10-14T20:32:33Z,"['https://i.scdn.co/image/ab67616d0000b273e0f7ffa7f695c17dbfb4cb0a', 'https://i.scdn.co/image/ab67616d00001e02e0f7ffa7f695c17dbfb4cb0a', 'https://i.scdn.co/image/ab67616d00004851e0f7ffa7f695c17dbfb4cb0a']",5wC5aUCu9gp7kb23I8OECm,0.349,0.262,8,-8.595,0,0.0287,0.967,0.00017,0.113,0.0774,76.892,211413,4
44,I Already Forgot Everything You Said,046r9OIF1bHuTeZoyk3b6r,['The Dig'],Midnight Flowers,2021-10-20T18:45:54Z,"['https://i.scdn.co/image/ab67616d0000b273e18b504bec79970b517214ab', 'https://i.scdn.co/image/ab67616d00001e02e18b504bec79970b517214ab', 'https://i.scdn.co/image/ab67616d00004851e18b504bec79970b517214ab']",046r9OIF1bHuTeZoyk3b6r,0.541,0.475,2,-10.989,1,0.0378,0.522,0.144,0.0805,0.343,116.444,305360,4
45,Motel 6,68PACVWn8sUs66oziKBD2u,['River Whyless'],"Kindness, A Rebel",2021-10-20T18:53:31Z,"['https://i.scdn.co/image/ab67616d0000b273a2d6e21164ac535ea2682be6', 'https://i.scdn.co/image/ab67616d00001e02a2d6e21164ac535ea2682be6', 'https://i.scdn.co/image/ab67616d00004851a2d6e21164ac535ea2682be6']",68PACVWn8sUs66oziKBD2u,0.486,0.433,4,-9.598,1,0.0341,0.315,0.00131,0.1,0.12,168.116,196133,3
46,Jealous Guy,2faT135hfs9Ro4YUlKIG8o,['Hurray For The Riff Raff'],My Dearest Darkest Neighbor,2021-10-20T19:02:10Z,"['https://i.scdn.co/image/ab67616d0000b2733203da163a61f7350a52bfb2', 'https://i.scdn.co/image/ab67616d00001e023203da163a61f7350a52bfb2', 'https://i.scdn.co/image/ab67616d000048513203da163a61f7350a52bfb2']",2faT135hfs9Ro4YUlKIG8o,0.572,0.0832,2,-18.185,1,0.0368,0.904,0.0,0.112,0.335,136.655,207493,4
47,Petals,1TVd8FHpeg1Afa92kaO0kR,['Bibio'],A Mineral Love,2021-11-09T19:51:10Z,"['https://i.scdn.co/image/ab67616d0000b2733f86b615191ff3e3cea6871f', 'https://i.scdn.co/image/ab67616d00001e023f86b615191ff3e3cea6871f', 'https://i.scdn.co/image/ab67616d000048513f86b615191ff3e3cea6871f']",1TVd8FHpeg1Afa92kaO0kR,0.359,0.286,9,-10.172,0,0.0338,0.908,0.0036,0.109,0.229,152.205,152333,4
48,Can't Buy Happiness,6Y7Md7FWqDvWxu4jK6pM9K,['Tash Sultana'],Can't Buy Happiness,2021-12-25T16:50:44Z,"['https://i.scdn.co/image/ab67616d0000b273966a2d5d7a70f52216ea053b', 'https://i.scdn.co/image/ab67616d00001e02966a2d5d7a70f52216ea053b', 'https://i.scdn.co/image/ab67616d00004851966a2d5d7a70f52216ea053b']",6Y7Md7FWqDvWxu4jK6pM9K,0.385,0.231,8,-10.612,0,0.0309,0.858,0.00321,0.108,0.166,100.95,191760,4
49,Can't Buy Happiness,6Y7Md7FWqDvWxu4jK6pM9K,['Tash Sultana'],Can't Buy Happiness,2021-12-25T16:50:44Z,"['https://i.scdn.co/image/ab67616d0000b273966a2d5d7a70f52216ea053b', 'https://i.scdn.co/image/ab67616d00001e02966a2d5d7a70f52216ea053b', 'https://i.scdn.co/image/ab67616d00004851966a2d5d7a70f52216ea053b']",6Y7Md7FWqDvWxu4jK6pM9K,0.385,0.231,8,-10.612,0,0.0309,0.858,0.00321,0.108,0.166,100.95,191760,4
50,Can't Buy Happiness,6Y7Md7FWqDvWxu4jK6pM9K,['Tash Sultana'],Can't Buy Happiness,2021-12-25T16:50:44Z,"['https://i.scdn.co/image/ab67616d0000b273966a2d5d7a70f52216ea053b', 'https://i.scdn.co/image/ab67616d00001e02966a2d5d7a70f52216ea053b', 'https://i.scdn.co/image/ab67616d00004851966a2d5d7a70f52216ea053b']",6Y7Md7FWqDvWxu4jK6pM9K,0.385,0.231,8,-10.612,0,0.0309,0.858,0.00321,0.108,0.166,100.95,191760,4
51,The Pool,3PXbcti7P1ZekivSWu48A3,['River Whyless'],The Pool,2022-01-06T15:32:28Z,"['https://i.scdn.co/image/ab67616d0000b2737f6c5b741877bb053e57e63b', 'https://i.scdn.co/image/ab67616d00001e027f6c5b741877bb053e57e63b', 'https://i.scdn.co/image/ab67616d000048517f6c5b741877bb053e57e63b']",3PXbcti7P1ZekivSWu48A3,0.373,0.198,7,-9.315,1,0.0294,0.937,9.31e-05,0.117,0.103,88.056,242562,4
52,Little Dreamer,51uL9XvdRUwKbxWYIi6q6P,['Future Islands'],Wave Like Home,2022-01-06T18:36:12Z,"['https://i.scdn.co/image/ab67616d0000b2735764c8bfadcf6c23013f9258', 'https://i.scdn.co/image/ab67616d00001e025764c8bfadcf6c23013f9258', 'https://i.scdn.co/image/ab67616d000048515764c8bfadcf6c23013f9258']",51uL9XvdRUwKbxWYIi6q6P,0.783,0.382,10,-10.352,1,0.0274,0.74,0.000192,0.461,0.231,125.022,235912,4
53,Solar Pilgrim,1UhfqG8us3X5rygBwy4POa,['Twain'],Rare Feeling,2022-01-06T19:25:09Z,"['https://i.scdn.co/image/ab67616d0000b2735c4ee5564ed5ea8252609532', 'https://i.scdn.co/image/ab67616d00001e025c4ee5564ed5ea8252609532', 'https://i.scdn.co/image/ab67616d000048515c4ee5564ed5ea8252609532']",1UhfqG8us3X5rygBwy4POa,0.409,0.212,5,-12.308,1,0.0298,0.852,0.061,0.639,0.288,148.23,320549,3
