,name,track_id,artists,album_name,date_added,images,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
4114,On Your Side,30s6pYy71WwVpvBk40qdFZ,"['Opiuo', 'Russ Liquid']",Meraki,2018-06-10T22:23:21Z,"['https://i.scdn.co/image/ab67616d0000b273cfb9b5f523c2cec7e3da0176', 'https://i.scdn.co/image/ab67616d00001e02cfb9b5f523c2cec7e3da0176', 'https://i.scdn.co/image/ab67616d00004851cfb9b5f523c2cec7e3da0176']",30s6pYy71WwVpvBk40qdFZ,0.626,0.507,7,-5.428,1,0.0364,0.0525,0.441,0.214,0.203,142.006,248133,4
4115,Many Words - Flaws x DROELOE Remix,1F75JeIesGvmnzF9YGXBMz,"['DROELOE', 'Flaws']",Many Words (Remixes),2018-06-11T20:30:14Z,"['https://i.scdn.co/image/ab67616d0000b2738e821cd145cb179dd6ea352d', 'https://i.scdn.co/image/ab67616d00001e028e821cd145cb179dd6ea352d', 'https://i.scdn.co/image/ab67616d000048518e821cd145cb179dd6ea352d']",1F75JeIesGvmnzF9YGXBMz,0.616,0.469,11,-11.315,1,0.051,0.36,0.38,0.103,0.57,146.049,200548,4
4116,Gold,063vnKUM9woKyTGWTF30Nb,"['Cabu', 'Akacia']",Gold (feat. Akacia),2018-06-12T12:57:42Z,"['https://i.scdn.co/image/ab67616d0000b273dc19a3eb06eda7e72c2c2437', 'https://i.scdn.co/image/ab67616d00001e02dc19a3eb06eda7e72c2c2437', 'https://i.scdn.co/image/ab67616d00004851dc19a3eb06eda7e72c2c2437']",063vnKUM9woKyTGWTF30Nb,0.715,0.449,10,-6.292,0,0.0331,0.0191,0.16,0.078,0.246,130.034,236308,4
4117,Sunset,1gP0ToLkIKa7Uj6p98rU4x,['Creaky Jackals'],Sunset,2018-06-12T13:08:34Z,"['https://i.scdn.co/image/ab67616d0000b2737aeb598bb42ea85dc12ba5eb', 'https://i.scdn.co/image/ab67616d00001e027aeb598bb42ea85dc12ba5eb', 'https://i.scdn.co/image/ab67616d000048517aeb598bb42ea85dc12ba5eb']",1gP0ToLkIKa7Uj6p98rU4x,0.398,0.691,9,-5.956,1,0.242,0.368,0.544,0.114,0.133,75.389,235200,4
4118,Lights Out,7zc9r8xhooP5gE4gQrnv1t,['Hippie Sabotage'],Drifter,2018-06-12T14:13:03Z,"['https://i.scdn.co/image/ab67616d0000b273ef35c38cc9a9c5a5ca3281ac', 'https://i.scdn.co/image/ab67616d00001e02ef35c38cc9a9c5a5ca3281ac', 'https://i.scdn.co/image/ab67616d00004851ef35c38cc9a9c5a5ca3281ac']",7zc9r8xhooP5gE4gQrnv1t,0.628,0.499,3,-9.238,0,0.0487,0.111,0.714,0.0933,0.273,144.021,256641,4
4119,Lights Out,7zc9r8xhooP5gE4gQrnv1t,['Hippie Sabotage'],Drifter,2018-06-12T14:13:03Z,"['https://i.scdn.co/image/ab67616d0000b273ef35c38cc9a9c5a5ca3281ac', 'https://i.scdn.co/image/ab67616d00001e02ef35c38cc9a9c5a5ca3281ac', 'https://i.scdn.co/image/ab67616d00004851ef35c38cc9a9c5a5ca3281ac']",7zc9r8xhooP5gE4gQrnv1t,0.628,0.499,3,-9.238,0,0.0487,0.111,0.714,0.0933,0.273,144.021,256641,4
4120,In Your Eyes,3dv2bW0zE6fgj2DaYz6QXg,['Hippie Sabotage'],The Sunny Album (Deluxe Edition),2018-06-12T14:17:46Z,"['https://i.scdn.co/image/ab67616d0000b27317720116d4dc812119afa124', 'https://i.scdn.co/image/ab67616d00001e0217720116d4dc812119afa124', 'https://i.scdn.co/image/ab67616d0000485117720116d4dc812119afa124']",3dv2bW0zE6fgj2DaYz6QXg,0.632,0.774,11,-11.652,0,0.0362,0.0277,0.804,0.0952,0.475,139.0,228519,4
4121,Forest of Gold,7orgljr0C4GHS6n8c0ewLi,['Mazde'],Shifted Thoughts,2018-06-12T16:11:13Z,"['https://i.scdn.co/image/ab67616d0000b2733abbf28fe029844f28dac4e6', 'https://i.scdn.co/image/ab67616d00001e023abbf28fe029844f28dac4e6', 'https://i.scdn.co/image/ab67616d000048513abbf28fe029844f28dac4e6']",7orgljr0C4GHS6n8c0ewLi,0.702,0.581,6,-7.822,0,0.0539,0.523,0.754,0.0796,0.303,89.99,250904,4
4122,zZz,3UFBzICFstCzMAy9SgLbJr,['DROELOE'],zZz,2018-06-13T14:44:41Z,"['https://i.scdn.co/image/ab67616d0000b2733e14c519b8580f036b5c51f9', 'https://i.scdn.co/image/ab67616d00001e023e14c519b8580f036b5c51f9', 'https://i.scdn.co/image/ab67616d000048513e14c519b8580f036b5c51f9']",3UFBzICFstCzMAy9SgLbJr,0.726,0.713,8,-8.425,0,0.0584,0.245,0.659,0.633,0.488,150.066,193600,4
4123,zZz,3UFBzICFstCzMAy9SgLbJr,['DROELOE'],zZz,2018-06-13T14:44:41Z,"['https://i.scdn.co/image/ab67616d0000b2733e14c519b8580f036b5c51f9', 'https://i.scdn.co/image/ab67616d00001e023e14c519b8580f036b5c51f9', 'https://i.scdn.co/image/ab67616d000048513e14c519b8580f036b5c51f9']",3UFBzICFstCzMAy9SgLbJr,0.726,0.713,8,-8.425,0,0.0584,0.245,0.659,0.633,0.488,150.066,193600,4
4124,Boy,63yesoRJgXT5QALryYFV0X,['ODESZA'],A Moment Apart,2018-06-13T16:32:16Z,"['https://i.scdn.co/image/ab67616d0000b27399a3a1c380019cdc2ba9b8c2', 'https://i.scdn.co/image/ab67616d00001e0299a3a1c380019cdc2ba9b8c2', 'https://i.scdn.co/image/ab67616d0000485199a3a1c380019cdc2ba9b8c2']",63yesoRJgXT5QALryYFV0X,0.515,0.686,0,-6.258,1,0.0929,0.00324,0.505,0.0647,0.148,140.013,183680,4
4125,Boy,63yesoRJgXT5QALryYFV0X,['ODESZA'],A Moment Apart,2018-06-13T16:32:16Z,"['https://i.scdn.co/image/ab67616d0000b27399a3a1c380019cdc2ba9b8c2', 'https://i.scdn.co/image/ab67616d00001e0299a3a1c380019cdc2ba9b8c2', 'https://i.scdn.co/image/ab67616d0000485199a3a1c380019cdc2ba9b8c2']",63yesoRJgXT5QALryYFV0X,0.515,0.686,0,-6.258,1,0.0929,0.00324,0.505,0.0647,0.148,140.013,183680,4
4126,Kintsugi,1MXPdYCJiVqTtMu32zFzvP,['DROELOE'],Kintsugi,2018-06-15T19:17:11Z,"['https://i.scdn.co/image/ab67616d0000b273cf8a8756205637ae4a1a7b23', 'https://i.scdn.co/image/ab67616d00001e02cf8a8756205637ae4a1a7b23', 'https://i.scdn.co/image/ab67616d00004851cf8a8756205637ae4a1a7b23']",1MXPdYCJiVqTtMu32zFzvP,0.662,0.762,0,-6.168,1,0.083,0.00182,0.011,0.0578,0.289,160.028,208500,4
4127,Kintsugi,1MXPdYCJiVqTtMu32zFzvP,['DROELOE'],Kintsugi,2018-06-15T19:17:11Z,"['https://i.scdn.co/image/ab67616d0000b273cf8a8756205637ae4a1a7b23', 'https://i.scdn.co/image/ab67616d00001e02cf8a8756205637ae4a1a7b23', 'https://i.scdn.co/image/ab67616d00004851cf8a8756205637ae4a1a7b23']",1MXPdYCJiVqTtMu32zFzvP,0.662,0.762,0,-6.168,1,0.083,0.00182,0.011,0.0578,0.289,160.028,208500,4
4128,By My Side,6enxDqqRS1j7iVzPI2wsnQ,['smle'],Deadbeats Compilation (Vol. 1),2018-07-15T21:29:26Z,"['https://i.scdn.co/image/ab67616d0000b2730ef3275f946cb6ca727b4001', 'https://i.scdn.co/image/ab67616d00001e020ef3275f946cb6ca727b4001', 'https://i.scdn.co/image/ab67616d000048510ef3275f946cb6ca727b4001']",6enxDqqRS1j7iVzPI2wsnQ,0.747,0.525,1,-7.642,1,0.13,0.0657,0.0885,0.112,0.433,85.003,152307,4
4129,Metro,2c6JKsE4PPXOtlD5ehbVIS,['The EMBR'],Metro,2018-07-15T21:35:34Z,"['https://i.scdn.co/image/020f17d55b20a6f15cc385cf8742dc830faf420f', 'https://i.scdn.co/image/8dd1e60151c0491de929dcd8d52bf484dfb21c36', 'https://i.scdn.co/image/2119697c399178cbaaa3e2f818f1cb56d0161efd']",2c6JKsE4PPXOtlD5ehbVIS,0.734,0.362,9,-8.856,0,0.0307,0.251,0.0226,0.293,0.26,90.031,152000,4
4130,Metro,2c6JKsE4PPXOtlD5ehbVIS,['The EMBR'],Metro,2018-07-15T21:35:34Z,"['https://i.scdn.co/image/020f17d55b20a6f15cc385cf8742dc830faf420f', 'https://i.scdn.co/image/8dd1e60151c0491de929dcd8d52bf484dfb21c36', 'https://i.scdn.co/image/2119697c399178cbaaa3e2f818f1cb56d0161efd']",2c6JKsE4PPXOtlD5ehbVIS,0.734,0.362,9,-8.856,0,0.0307,0.251,0.0226,0.293,0.26,90.031,152000,4
4131,Red Forest,4DdoBfBEJ2gr6rUlRT34wz,['CloZee'],Red Forest,2018-07-31T04:01:45Z,"['https://i.scdn.co/image/ab67616d0000b2735377e072980c578abac11ae5', 'https://i.scdn.co/image/ab67616d00001e025377e072980c578abac11ae5', 'https://i.scdn.co/image/ab67616d000048515377e072980c578abac11ae5']",4DdoBfBEJ2gr6rUlRT34wz,0.629,0.746,7,-4.899,1,0.0473,0.00038,0.651,0.171,0.302,100.004,213300,4
4132,Life in Grey,51586Bk1HCTnlb2qi1k8g1,['Point Point'],Contrastive Focus Reduplication,2018-07-31T22:30:48Z,"['https://i.scdn.co/image/ab67616d0000b273e73fe7e0f3682e5d323deefc', 'https://i.scdn.co/image/ab67616d00001e02e73fe7e0f3682e5d323deefc', 'https://i.scdn.co/image/ab67616d00004851e73fe7e0f3682e5d323deefc']",51586Bk1HCTnlb2qi1k8g1,0.539,0.642,11,-4.385,1,0.0481,0.00186,9.58e-05,0.144,0.113,135.018,224000,3
4133,Life in Grey,51586Bk1HCTnlb2qi1k8g1,['Point Point'],Contrastive Focus Reduplication,2018-07-31T22:30:48Z,"['https://i.scdn.co/image/ab67616d0000b273e73fe7e0f3682e5d323deefc', 'https://i.scdn.co/image/ab67616d00001e02e73fe7e0f3682e5d323deefc', 'https://i.scdn.co/image/ab67616d00004851e73fe7e0f3682e5d323deefc']",51586Bk1HCTnlb2qi1k8g1,0.539,0.642,11,-4.385,1,0.0481,0.00186,9.58e-05,0.144,0.113,135.018,224000,3
4134,Life in Grey,51586Bk1HCTnlb2qi1k8g1,['Point Point'],Contrastive Focus Reduplication,2018-07-31T22:30:48Z,"['https://i.scdn.co/image/ab67616d0000b273e73fe7e0f3682e5d323deefc', 'https://i.scdn.co/image/ab67616d00001e02e73fe7e0f3682e5d323deefc', 'https://i.scdn.co/image/ab67616d00004851e73fe7e0f3682e5d323deefc']",51586Bk1HCTnlb2qi1k8g1,0.539,0.642,11,-4.385,1,0.0481,0.00186,9.58e-05,0.144,0.113,135.018,224000,3
4135,Minimalist,3SsTRBhTHIAWGZATIdpTba,['Virtual Riot'],The Classics,2018-08-06T17:34:06Z,"['https://i.scdn.co/image/ab67616d0000b273353536c77504a45cd26a90c5', 'https://i.scdn.co/image/ab67616d00001e02353536c77504a45cd26a90c5', 'https://i.scdn.co/image/ab67616d00004851353536c77504a45cd26a90c5']",3SsTRBhTHIAWGZATIdpTba,0.538,0.79,9,-5.888,0,0.0884,0.0649,0.595,0.112,0.0547,110.046,220056,4
4136,Minimalist,3SsTRBhTHIAWGZATIdpTba,['Virtual Riot'],The Classics,2018-08-06T17:34:06Z,"['https://i.scdn.co/image/ab67616d0000b273353536c77504a45cd26a90c5', 'https://i.scdn.co/image/ab67616d00001e02353536c77504a45cd26a90c5', 'https://i.scdn.co/image/ab67616d00004851353536c77504a45cd26a90c5']",3SsTRBhTHIAWGZATIdpTba,0.538,0.79,9,-5.888,0,0.0884,0.0649,0.595,0.112,0.0547,110.046,220056,4
4137,Phenomenon,7lCxes2nCb6XNuyuZObdyI,"['Just A Gent', 'Mitch Mulrooney']",Stories to Tell,2018-08-07T20:36:25Z,"['https://i.scdn.co/image/ab67616d0000b273e78c7e49ab48cdf6e70f1bff', 'https://i.scdn.co/image/ab67616d00001e02e78c7e49ab48cdf6e70f1bff', 'https://i.scdn.co/image/ab67616d00004851e78c7e49ab48cdf6e70f1bff']",7lCxes2nCb6XNuyuZObdyI,0.548,0.514,5,-7.464,0,0.0379,0.0218,0.00989,0.0792,0.189,90.0,260090,4
4138,Phenomenon,7lCxes2nCb6XNuyuZObdyI,"['Just A Gent', 'Mitch Mulrooney']",Stories to Tell,2018-08-07T20:36:25Z,"['https://i.scdn.co/image/ab67616d0000b273e78c7e49ab48cdf6e70f1bff', 'https://i.scdn.co/image/ab67616d00001e02e78c7e49ab48cdf6e70f1bff', 'https://i.scdn.co/image/ab67616d00004851e78c7e49ab48cdf6e70f1bff']",7lCxes2nCb6XNuyuZObdyI,0.548,0.514,5,-7.464,0,0.0379,0.0218,0.00989,0.0792,0.189,90.0,260090,4
4139,Neck And Neck - DNMO Remix,2bCjaF7cRm53Wdq9RtkYJu,"['Zeds Dead', 'Dragonette', 'DNMO']",Northern Lights (Remixes),2018-08-10T15:57:04Z,"['https://i.scdn.co/image/ab67616d0000b273f591ae9685f9a32ee12b5936', 'https://i.scdn.co/image/ab67616d00001e02f591ae9685f9a32ee12b5936', 'https://i.scdn.co/image/ab67616d00004851f591ae9685f9a32ee12b5936']",2bCjaF7cRm53Wdq9RtkYJu,0.601,0.591,5,-7.407,0,0.0337,0.0188,0.0766,0.126,0.37,150.044,182400,4
4140,Neck And Neck - DNMO Remix,2bCjaF7cRm53Wdq9RtkYJu,"['Zeds Dead', 'Dragonette', 'DNMO']",Northern Lights (Remixes),2018-08-10T15:57:04Z,"['https://i.scdn.co/image/ab67616d0000b273f591ae9685f9a32ee12b5936', 'https://i.scdn.co/image/ab67616d00001e02f591ae9685f9a32ee12b5936', 'https://i.scdn.co/image/ab67616d00004851f591ae9685f9a32ee12b5936']",2bCjaF7cRm53Wdq9RtkYJu,0.601,0.591,5,-7.407,0,0.0337,0.0188,0.0766,0.126,0.37,150.044,182400,4
4141,Neck And Neck - DNMO Remix,2bCjaF7cRm53Wdq9RtkYJu,"['Zeds Dead', 'Dragonette', 'DNMO']",Northern Lights (Remixes),2018-08-10T15:57:04Z,"['https://i.scdn.co/image/ab67616d0000b273f591ae9685f9a32ee12b5936', 'https://i.scdn.co/image/ab67616d00001e02f591ae9685f9a32ee12b5936', 'https://i.scdn.co/image/ab67616d00004851f591ae9685f9a32ee12b5936']",2bCjaF7cRm53Wdq9RtkYJu,0.601,0.591,5,-7.407,0,0.0337,0.0188,0.0766,0.126,0.37,150.044,182400,4
4142,B.I.A,5eug6dDFWvTOiC4m5TUHuz,['TroyBoi'],Left Is Right,2018-08-11T19:55:59Z,"['https://i.scdn.co/image/ab67616d0000b273ed608a8a84ddd613266ee69d', 'https://i.scdn.co/image/ab67616d00001e02ed608a8a84ddd613266ee69d', 'https://i.scdn.co/image/ab67616d00004851ed608a8a84ddd613266ee69d']",5eug6dDFWvTOiC4m5TUHuz,0.819,0.479,6,-6.809,0,0.182,0.00499,0.0853,0.319,0.391,135.978,236471,4
4143,B.I.A,5eug6dDFWvTOiC4m5TUHuz,['TroyBoi'],Left Is Right,2018-08-11T19:55:59Z,"['https://i.scdn.co/image/ab67616d0000b273ed608a8a84ddd613266ee69d', 'https://i.scdn.co/image/ab67616d00001e02ed608a8a84ddd613266ee69d', 'https://i.scdn.co/image/ab67616d00004851ed608a8a84ddd613266ee69d']",5eug6dDFWvTOiC4m5TUHuz,0.819,0.479,6,-6.809,0,0.182,0.00499,0.0853,0.319,0.391,135.978,236471,4
4144,If There Ever Comes a Day,209etNEzlt6fnh8RTma6FF,"['GRiZ', 'Eli ""Paperboy"" Reed', 'Louis Futon']",Good Will Prevail,2018-08-11T19:56:09Z,"['https://i.scdn.co/image/ab67616d0000b273bb2fccfc1c079ec32e9b817d', 'https://i.scdn.co/image/ab67616d00001e02bb2fccfc1c079ec32e9b817d', 'https://i.scdn.co/image/ab67616d00004851bb2fccfc1c079ec32e9b817d']",209etNEzlt6fnh8RTma6FF,0.608,0.626,6,-6.46,0,0.0354,0.0229,0.0158,0.103,0.164,78.001,203651,4
4145,Children,0Cm1rvlyvD4bC0fuiCUMtx,"['LISTENBEE', 'Cosmos & Creature']",Children,2018-08-11T20:00:05Z,"['https://i.scdn.co/image/ab67616d0000b273d92d45f9c70558509adb60d8', 'https://i.scdn.co/image/ab67616d00001e02d92d45f9c70558509adb60d8', 'https://i.scdn.co/image/ab67616d00004851d92d45f9c70558509adb60d8']",0Cm1rvlyvD4bC0fuiCUMtx,0.643,0.716,0,-4.657,0,0.356,0.139,1.81e-06,0.111,0.542,80.927,211238,4
4146,Holdin On,0NQBqVUGCJYJxwfuJ1BXfu,['Flume'],Flume,2018-08-11T20:04:11Z,"['https://i.scdn.co/image/ab67616d0000b273e20899c9d33b8ee14274af77', 'https://i.scdn.co/image/ab67616d00001e02e20899c9d33b8ee14274af77', 'https://i.scdn.co/image/ab67616d00004851e20899c9d33b8ee14274af77']",0NQBqVUGCJYJxwfuJ1BXfu,0.43,0.436,8,-4.816,1,0.119,0.17,0.0,0.128,0.217,90.053,154414,4
4147,Holdin On,0NQBqVUGCJYJxwfuJ1BXfu,['Flume'],Flume,2018-08-11T20:04:11Z,"['https://i.scdn.co/image/ab67616d0000b273e20899c9d33b8ee14274af77', 'https://i.scdn.co/image/ab67616d00001e02e20899c9d33b8ee14274af77', 'https://i.scdn.co/image/ab67616d00004851e20899c9d33b8ee14274af77']",0NQBqVUGCJYJxwfuJ1BXfu,0.43,0.436,8,-4.816,1,0.119,0.17,0.0,0.128,0.217,90.053,154414,4
4148,Holdin On,0NQBqVUGCJYJxwfuJ1BXfu,['Flume'],Flume,2018-08-11T20:04:11Z,"['https://i.scdn.co/image/ab67616d0000b273e20899c9d33b8ee14274af77', 'https://i.scdn.co/image/ab67616d00001e02e20899c9d33b8ee14274af77', 'https://i.scdn.co/image/ab67616d00004851e20899c9d33b8ee14274af77']",0NQBqVUGCJYJxwfuJ1BXfu,0.43,0.436,8,-4.816,1,0.119,0.17,0.0,0.128,0.217,90.053,154414,4
4149,I Just Wanna,3mAIDyFOM9c5TrlsCnococ,['Big Wild'],Invincible EP,2018-08-11T20:07:14Z,"['https://i.scdn.co/image/ab67616d0000b273c3df98cdd19d778f832c10ce', 'https://i.scdn.co/image/ab67616d00001e02c3df98cdd19d778f832c10ce', 'https://i.scdn.co/image/ab67616d00004851c3df98cdd19d778f832c10ce']",3mAIDyFOM9c5TrlsCnococ,0.608,0.852,4,-6.885,1,0.0419,0.0021,0.505,0.369,0.64,148.004,183243,4
4150,I Just Wanna,3mAIDyFOM9c5TrlsCnococ,['Big Wild'],Invincible EP,2018-08-11T20:07:14Z,"['https://i.scdn.co/image/ab67616d0000b273c3df98cdd19d778f832c10ce', 'https://i.scdn.co/image/ab67616d00001e02c3df98cdd19d778f832c10ce', 'https://i.scdn.co/image/ab67616d00004851c3df98cdd19d778f832c10ce']",3mAIDyFOM9c5TrlsCnococ,0.608,0.852,4,-6.885,1,0.0419,0.0021,0.505,0.369,0.64,148.004,183243,4
4151,I Just Wanna,3mAIDyFOM9c5TrlsCnococ,['Big Wild'],Invincible EP,2018-08-11T20:07:14Z,"['https://i.scdn.co/image/ab67616d0000b273c3df98cdd19d778f832c10ce', 'https://i.scdn.co/image/ab67616d00001e02c3df98cdd19d778f832c10ce', 'https://i.scdn.co/image/ab67616d00004851c3df98cdd19d778f832c10ce']",3mAIDyFOM9c5TrlsCnococ,0.608,0.852,4,-6.885,1,0.0419,0.0021,0.505,0.369,0.64,148.004,183243,4
4152,What You Need,3Hdd4HpmGNCB14wn9EmLbZ,['Flume'],Flume: Deluxe Edition,2018-08-11T20:08:46Z,"['https://i.scdn.co/image/ab67616d0000b27354a01535b21aed50a7bcb8d4', 'https://i.scdn.co/image/ab67616d00001e0254a01535b21aed50a7bcb8d4', 'https://i.scdn.co/image/ab67616d0000485154a01535b21aed50a7bcb8d4']",3Hdd4HpmGNCB14wn9EmLbZ,0.471,0.574,9,-8.72,0,0.0494,0.0477,0.00269,0.23,0.224,74.999,250200,4
4153,What You Need,3Hdd4HpmGNCB14wn9EmLbZ,['Flume'],Flume: Deluxe Edition,2018-08-11T20:08:46Z,"['https://i.scdn.co/image/ab67616d0000b27354a01535b21aed50a7bcb8d4', 'https://i.scdn.co/image/ab67616d00001e0254a01535b21aed50a7bcb8d4', 'https://i.scdn.co/image/ab67616d0000485154a01535b21aed50a7bcb8d4']",3Hdd4HpmGNCB14wn9EmLbZ,0.471,0.574,9,-8.72,0,0.0494,0.0477,0.00269,0.23,0.224,74.999,250200,4
4154,Feeling High,6E88mMaThm9LeSwOrjqQF6,['Khwezi'],Feeling High,2018-08-11T20:29:22Z,"['https://i.scdn.co/image/ab67616d0000b273474dbc2473327bf64ed599f8', 'https://i.scdn.co/image/ab67616d00001e02474dbc2473327bf64ed599f8', 'https://i.scdn.co/image/ab67616d00004851474dbc2473327bf64ed599f8']",6E88mMaThm9LeSwOrjqQF6,0.811,0.72,0,-7.036,0,0.0819,0.307,0.166,0.206,0.627,89.983,224045,4
4155,Feeling High,6E88mMaThm9LeSwOrjqQF6,['Khwezi'],Feeling High,2018-08-11T20:29:22Z,"['https://i.scdn.co/image/ab67616d0000b273474dbc2473327bf64ed599f8', 'https://i.scdn.co/image/ab67616d00001e02474dbc2473327bf64ed599f8', 'https://i.scdn.co/image/ab67616d00004851474dbc2473327bf64ed599f8']",6E88mMaThm9LeSwOrjqQF6,0.811,0.72,0,-7.036,0,0.0819,0.307,0.166,0.206,0.627,89.983,224045,4
4156,Feeling High,6E88mMaThm9LeSwOrjqQF6,['Khwezi'],Feeling High,2018-08-11T20:29:22Z,"['https://i.scdn.co/image/ab67616d0000b273474dbc2473327bf64ed599f8', 'https://i.scdn.co/image/ab67616d00001e02474dbc2473327bf64ed599f8', 'https://i.scdn.co/image/ab67616d00004851474dbc2473327bf64ed599f8']",6E88mMaThm9LeSwOrjqQF6,0.811,0.72,0,-7.036,0,0.0819,0.307,0.166,0.206,0.627,89.983,224045,4
4157,GUD VIBRATIONS,2BVUOGciUUUqOPSLtHwLGp,"['NGHTMRE', 'SLANDER']",GUD VIBRATIONS,2018-08-11T20:38:34Z,"['https://i.scdn.co/image/ab67616d0000b273dcdf83db248a1b14719f8ec9', 'https://i.scdn.co/image/ab67616d00001e02dcdf83db248a1b14719f8ec9', 'https://i.scdn.co/image/ab67616d00004851dcdf83db248a1b14719f8ec9']",2BVUOGciUUUqOPSLtHwLGp,0.514,0.924,8,-5.417,1,0.052,0.000208,0.805,0.0684,0.0675,151.994,224211,4
4158,GUD VIBRATIONS,2BVUOGciUUUqOPSLtHwLGp,"['NGHTMRE', 'SLANDER']",GUD VIBRATIONS,2018-08-11T20:38:34Z,"['https://i.scdn.co/image/ab67616d0000b273dcdf83db248a1b14719f8ec9', 'https://i.scdn.co/image/ab67616d00001e02dcdf83db248a1b14719f8ec9', 'https://i.scdn.co/image/ab67616d00004851dcdf83db248a1b14719f8ec9']",2BVUOGciUUUqOPSLtHwLGp,0.514,0.924,8,-5.417,1,0.052,0.000208,0.805,0.0684,0.0675,151.994,224211,4
4159,GUD VIBRATIONS,2BVUOGciUUUqOPSLtHwLGp,"['NGHTMRE', 'SLANDER']",GUD VIBRATIONS,2018-08-11T20:38:34Z,"['https://i.scdn.co/image/ab67616d0000b273dcdf83db248a1b14719f8ec9', 'https://i.scdn.co/image/ab67616d00001e02dcdf83db248a1b14719f8ec9', 'https://i.scdn.co/image/ab67616d00004851dcdf83db248a1b14719f8ec9']",2BVUOGciUUUqOPSLtHwLGp,0.514,0.924,8,-5.417,1,0.052,0.000208,0.805,0.0684,0.0675,151.994,224211,4
4160,I Can See It In Your Face,5A37UCV7aPjhp1RSocVBfc,['Pretty Lights'],Making up a Changing Mind,2018-08-11T20:51:21Z,"['https://i.scdn.co/image/ab67616d0000b273ae40748d8f43f4e5164f4549', 'https://i.scdn.co/image/ab67616d00001e02ae40748d8f43f4e5164f4549', 'https://i.scdn.co/image/ab67616d00004851ae40748d8f43f4e5164f4549']",5A37UCV7aPjhp1RSocVBfc,0.66,0.938,5,-4.977,0,0.0526,0.00394,0.0235,0.626,0.534,99.964,408000,4
4161,I Can See It In Your Face,5A37UCV7aPjhp1RSocVBfc,['Pretty Lights'],Making up a Changing Mind,2018-08-11T20:51:21Z,"['https://i.scdn.co/image/ab67616d0000b273ae40748d8f43f4e5164f4549', 'https://i.scdn.co/image/ab67616d00001e02ae40748d8f43f4e5164f4549', 'https://i.scdn.co/image/ab67616d00004851ae40748d8f43f4e5164f4549']",5A37UCV7aPjhp1RSocVBfc,0.66,0.938,5,-4.977,0,0.0526,0.00394,0.0235,0.626,0.534,99.964,408000,4
4162,I Can See It In Your Face,5A37UCV7aPjhp1RSocVBfc,['Pretty Lights'],Making up a Changing Mind,2018-08-11T20:51:21Z,"['https://i.scdn.co/image/ab67616d0000b273ae40748d8f43f4e5164f4549', 'https://i.scdn.co/image/ab67616d00001e02ae40748d8f43f4e5164f4549', 'https://i.scdn.co/image/ab67616d00004851ae40748d8f43f4e5164f4549']",5A37UCV7aPjhp1RSocVBfc,0.66,0.938,5,-4.977,0,0.0526,0.00394,0.0235,0.626,0.534,99.964,408000,4
4163,C'mon,1WOQUtya7U8u6fIrW11UaA,"['Big Gigantic', 'GRiZ']",Brighter Future,2018-08-11T21:39:32Z,"['https://i.scdn.co/image/ab67616d0000b2734b64728d65e85d100eab2e11', 'https://i.scdn.co/image/ab67616d00001e024b64728d65e85d100eab2e11', 'https://i.scdn.co/image/ab67616d000048514b64728d65e85d100eab2e11']",1WOQUtya7U8u6fIrW11UaA,0.532,0.94,1,-3.4,1,0.0421,0.00125,0.85,0.211,0.288,93.957,237447,4
4164,C'mon,1WOQUtya7U8u6fIrW11UaA,"['Big Gigantic', 'GRiZ']",Brighter Future,2018-08-11T21:39:32Z,"['https://i.scdn.co/image/ab67616d0000b2734b64728d65e85d100eab2e11', 'https://i.scdn.co/image/ab67616d00001e024b64728d65e85d100eab2e11', 'https://i.scdn.co/image/ab67616d000048514b64728d65e85d100eab2e11']",1WOQUtya7U8u6fIrW11UaA,0.532,0.94,1,-3.4,1,0.0421,0.00125,0.85,0.211,0.288,93.957,237447,4
4165,C'mon,1WOQUtya7U8u6fIrW11UaA,"['Big Gigantic', 'GRiZ']",Brighter Future,2018-08-11T21:39:32Z,"['https://i.scdn.co/image/ab67616d0000b2734b64728d65e85d100eab2e11', 'https://i.scdn.co/image/ab67616d00001e024b64728d65e85d100eab2e11', 'https://i.scdn.co/image/ab67616d000048514b64728d65e85d100eab2e11']",1WOQUtya7U8u6fIrW11UaA,0.532,0.94,1,-3.4,1,0.0421,0.00125,0.85,0.211,0.288,93.957,237447,4
4166,Sensei,0ztWvG2NEE49aTyr93P46g,['TroyBoi'],Left Is Right,2018-08-12T00:14:23Z,"['https://i.scdn.co/image/ab67616d0000b273ed608a8a84ddd613266ee69d', 'https://i.scdn.co/image/ab67616d00001e02ed608a8a84ddd613266ee69d', 'https://i.scdn.co/image/ab67616d00004851ed608a8a84ddd613266ee69d']",0ztWvG2NEE49aTyr93P46g,0.77,0.607,11,-6.189,0,0.0422,0.000403,0.766,0.101,0.343,142.024,217000,4
